,age,job,marital_status,education,default,balance,housing_loan,personal_loan,contact_channel,last_contact_day,last_contact_month,contact_duration,campaign,gap_between_campaigns,previous,outcome_previous_campaign,insurance_subscribe
12952,39,management,married,tertiary,no,183.0,yes,no,unknown,9.0,may,324.0,2.0,-1.0,0.0,unknown,0.0
12953,40,services,married,secondary,no,473.0,yes,no,cellular,28.0,jul,383.0,3.0,-1.0,0.0,unknown,1.0
12954,51,blue-collar,married,primary,no,1466.0,yes,no,unknown,7.0,may,406.0,2.0,-1.0,0.0,unknown,0.0
12955,57,technician,married,secondary,no,589.0,yes,no,cellular,11.0,aug,167.0,1.0,190.0,5.0,failure,1.0
12956,61,retired,married,primary,no,1515.0,yes,no,cellular,15.0,apr,253.0,2.0,-1.0,0.0,unknown,0.0
12957,53,services,divorced,unknown,no,1012.0,yes,no,cellular,28.0,jul,332.0,2.0,-1.0,0.0,unknown,0.0
12958,43,management,single,tertiary,no,1806.0,yes,no,cellular,12.0,aug,161.0,2.0,-1.0,0.0,unknown,0.0
12959,52,retired,married,secondary,no,603.0,no,yes,unknown,9.0,jun,79.0,1.0,-1.0,0.0,unknown,0.0
12960,47,admin.,married,secondary,no,292.0,yes,no,unknown,19.0,may,82.0,3.0,-1.0,0.0,unknown,0.0
12961,45,blue-collar,married,unknown,no,818.0,yes,no,unknown,30.0,may,343.0,3.0,-1.0,0.0,unknown,0.0
12962,33,unemployed,married,secondary,no,66.0,no,yes,cellular,30.0,jul,189.0,8.0,-1.0,0.0,unknown,0.0
12963,58,management,married,tertiary,no,473.0,no,no,cellular,18.0,feb,1109.0,1.0,262.0,1.0,success,1.0
12964,41,entrepreneur,married,secondary,no,2480.0,yes,no,unknown,11.0,jun,394.0,2.0,-1.0,0.0,unknown,0.0
12965,34,blue-collar,single,unknown,no,5901.0,no,no,cellular,28.0,jan,211.0,1.0,-1.0,0.0,unknown,0.0
12966,36,admin.,married,tertiary,no,75.0,no,yes,cellular,20.0,nov,97.0,2.0,-1.0,0.0,unknown,0.0
12967,38,technician,married,secondary,no,7696.0,yes,no,cellular,20.0,nov,386.0,2.0,-1.0,0.0,unknown,0.0
12968,31,management,married,tertiary,no,166.0,no,no,cellular,25.0,aug,392.0,6.0,-1.0,0.0,unknown,0.0
12969,26,services,single,secondary,no,1050.0,yes,no,unknown,2.0,jun,118.0,3.0,-1.0,0.0,unknown,0.0
12970,50,entrepreneur,married,tertiary,no,52.0,no,no,cellular,31.0,jul,22.0,8.0,-1.0,0.0,unknown,0.0
12971,54,retired,married,secondary,no,-488.0,no,yes,unknown,3.0,jul,172.0,2.0,-1.0,0.0,unknown,0.0
12972,56,admin.,married,secondary,no,2256.0,yes,no,unknown,15.0,may,171.0,2.0,-1.0,0.0,unknown,0.0
12973,52,blue-collar,married,primary,no,230.0,yes,no,cellular,6.0,may,198.0,2.0,170.0,2.0,failure,0.0
12974,33,admin.,single,secondary,no,1613.0,yes,no,unknown,14.0,may,565.0,1.0,-1.0,0.0,unknown,0.0
12975,35,management,single,tertiary,no,578.0,yes,no,cellular,19.0,nov,112.0,1.0,-1.0,0.0,unknown,0.0
12976,50,management,married,tertiary,no,1612.0,yes,no,cellular,10.0,jul,103.0,1.0,-1.0,0.0,unknown,0.0
12977,38,services,married,unknown,no,10189.0,yes,no,cellular,18.0,jul,482.0,2.0,-1.0,0.0,unknown,0.0
12978,46,management,married,tertiary,no,7331.0,no,no,cellular,11.0,sep,658.0,4.0,95.0,2.0,other,1.0
12979,49,management,married,tertiary,no,5613.0,no,no,cellular,20.0,jul,258.0,3.0,-1.0,0.0,unknown,0.0
12980,30,technician,married,tertiary,no,91.0,no,no,cellular,10.0,jul,363.0,2.0,-1.0,0.0,unknown,0.0
12981,26,blue-collar,single,secondary,no,114.0,no,yes,cellular,29.0,jul,361.0,4.0,-1.0,0.0,unknown,0.0
12982,33,admin.,married,tertiary,no,46.0,yes,no,cellular,18.0,nov,95.0,1.0,-1.0,0.0,unknown,0.0
12983,57,unknown,married,primary,no,8.0,no,no,telephone,19.0,oct,270.0,2.0,-1.0,0.0,unknown,0.0
12984,43,management,married,tertiary,no,19.0,yes,no,unknown,30.0,may,126.0,2.0,-1.0,0.0,unknown,0.0
12985,29,blue-collar,married,secondary,no,8.0,yes,yes,cellular,10.0,jul,627.0,1.0,-1.0,0.0,unknown,1.0
12986,39,management,married,tertiary,no,53.0,yes,no,cellular,29.0,oct,679.0,1.0,-1.0,0.0,unknown,0.0
12987,45,entrepreneur,married,secondary,no,404.0,yes,no,unknown,30.0,may,390.0,2.0,-1.0,0.0,unknown,0.0
12988,29,services,married,secondary,no,480.0,yes,no,cellular,18.0,jul,89.0,2.0,-1.0,0.0,unknown,0.0
12989,22,student,single,secondary,no,552.0,no,no,cellular,1.0,sep,327.0,1.0,-1.0,0.0,unknown,1.0
12990,27,blue-collar,married,secondary,no,61.0,yes,no,unknown,19.0,jun,1012.0,1.0,-1.0,0.0,unknown,1.0
12991,23,blue-collar,single,secondary,no,537.0,yes,no,cellular,7.0,may,172.0,1.0,353.0,2.0,other,0.0
12992,37,admin.,single,secondary,no,262.0,no,no,cellular,7.0,aug,305.0,1.0,179.0,5.0,other,0.0
12993,29,blue-collar,married,secondary,no,-565.0,yes,no,unknown,18.0,jun,164.0,3.0,-1.0,0.0,unknown,0.0
12994,46,management,divorced,secondary,no,558.0,no,no,cellular,19.0,aug,126.0,6.0,-1.0,0.0,unknown,0.0
12995,30,housemaid,married,secondary,no,0.0,no,no,cellular,12.0,aug,91.0,2.0,-1.0,0.0,unknown,0.0
12996,33,technician,single,secondary,no,5833.0,yes,no,cellular,8.0,aug,93.0,2.0,-1.0,0.0,unknown,0.0
12997,49,management,married,tertiary,no,4751.0,no,no,cellular,12.0,aug,884.0,4.0,-1.0,0.0,unknown,1.0
12998,47,admin.,married,secondary,no,411.0,yes,no,cellular,13.0,may,157.0,1.0,-1.0,0.0,unknown,0.0
12999,30,admin.,married,secondary,no,4457.0,yes,no,cellular,21.0,nov,566.0,4.0,-1.0,0.0,unknown,1.0
13000,39,admin.,married,secondary,no,1757.0,no,no,telephone,28.0,oct,125.0,1.0,-1.0,0.0,unknown,1.0
13001,41,technician,single,tertiary,no,0.0,yes,no,cellular,19.0,nov,635.0,6.0,-1.0,0.0,unknown,0.0
13002,33,admin.,single,secondary,no,1834.0,yes,no,cellular,21.0,nov,11.0,2.0,-1.0,0.0,unknown,0.0
13003,35,services,divorced,secondary,no,-718.0,yes,no,cellular,21.0,nov,47.0,1.0,-1.0,0.0,unknown,0.0
13004,43,blue-collar,married,secondary,no,1255.0,yes,yes,cellular,7.0,may,300.0,2.0,-1.0,0.0,unknown,0.0
13005,35,blue-collar,married,secondary,no,325.0,no,no,unknown,12.0,may,592.0,2.0,-1.0,0.0,unknown,0.0
13006,42,entrepreneur,married,primary,no,319.0,yes,no,telephone,8.0,may,17.0,9.0,-1.0,0.0,unknown,0.0
13007,43,management,married,tertiary,no,240.0,yes,no,cellular,16.0,apr,453.0,1.0,-1.0,0.0,unknown,1.0
13008,31,management,single,tertiary,no,404.0,no,no,cellular,27.0,aug,125.0,7.0,-1.0,0.0,unknown,0.0
13009,44,technician,divorced,secondary,no,2340.0,no,no,cellular,29.0,jul,637.0,3.0,-1.0,0.0,unknown,0.0
13010,35,blue-collar,married,secondary,no,667.0,yes,no,cellular,14.0,may,10.0,5.0,324.0,27.0,other,0.0
13011,69,technician,married,tertiary,no,482.0,no,no,cellular,29.0,jul,478.0,1.0,267.0,1.0,failure,1.0
13012,32,technician,married,secondary,no,767.0,yes,yes,cellular,4.0,feb,42.0,1.0,-1.0,0.0,unknown,0.0
13013,56,management,divorced,secondary,no,278.0,yes,no,unknown,17.0,jun,269.0,1.0,-1.0,0.0,unknown,0.0
13014,41,technician,married,unknown,no,30.0,yes,no,cellular,10.0,jul,151.0,1.0,-1.0,0.0,unknown,0.0
13015,37,entrepreneur,married,tertiary,no,264.0,yes,yes,cellular,20.0,nov,276.0,1.0,157.0,1.0,failure,0.0
13016,58,management,divorced,tertiary,no,5.0,yes,no,unknown,9.0,jun,412.0,1.0,-1.0,0.0,unknown,0.0
13017,34,management,married,tertiary,no,832.0,no,no,cellular,8.0,aug,229.0,4.0,-1.0,0.0,unknown,0.0
13018,26,services,single,secondary,no,136.0,no,no,cellular,20.0,apr,120.0,1.0,-1.0,0.0,unknown,1.0
13019,31,technician,single,unknown,no,365.0,no,no,unknown,4.0,jul,257.0,1.0,-1.0,0.0,unknown,0.0
13020,33,admin.,married,secondary,no,394.0,yes,no,telephone,1.0,sep,104.0,3.0,-1.0,0.0,unknown,0.0
13021,43,blue-collar,married,unknown,no,245.0,yes,no,cellular,16.0,apr,829.0,1.0,-1.0,0.0,unknown,0.0
13022,36,entrepreneur,divorced,tertiary,no,914.0,no,no,unknown,6.0,jun,219.0,1.0,-1.0,0.0,unknown,0.0
13023,20,student,single,primary,no,134.0,no,no,cellular,12.0,jul,273.0,1.0,277.0,3.0,other,0.0
13024,47,technician,married,secondary,no,1167.0,yes,no,cellular,30.0,apr,968.0,1.0,87.0,5.0,failure,1.0
13025,39,blue-collar,married,primary,no,2169.0,no,no,unknown,17.0,jun,170.0,2.0,-1.0,0.0,unknown,0.0
13026,43,management,married,tertiary,no,0.0,no,no,cellular,31.0,jul,107.0,17.0,-1.0,0.0,unknown,0.0
13027,49,blue-collar,married,primary,no,216.0,yes,no,unknown,9.0,may,144.0,2.0,-1.0,0.0,unknown,0.0
13028,26,student,single,secondary,no,119.0,no,no,cellular,3.0,feb,247.0,3.0,-1.0,0.0,unknown,0.0
13029,25,student,single,secondary,no,3165.0,no,no,telephone,20.0,oct,251.0,2.0,-1.0,0.0,unknown,0.0
13030,25,services,married,secondary,no,10.0,yes,no,cellular,17.0,jul,114.0,1.0,-1.0,0.0,unknown,0.0
13031,52,technician,married,tertiary,no,0.0,no,no,cellular,9.0,aug,145.0,3.0,94.0,4.0,success,0.0
13032,41,management,single,tertiary,no,0.0,no,no,cellular,31.0,jul,24.0,4.0,-1.0,0.0,unknown,0.0
13033,42,admin.,married,secondary,no,323.0,yes,yes,unknown,8.0,may,280.0,2.0,-1.0,0.0,unknown,0.0
13034,27,blue-collar,single,primary,no,0.0,no,yes,cellular,9.0,jul,240.0,2.0,-1.0,0.0,unknown,0.0
13035,43,management,married,tertiary,no,4016.0,yes,no,cellular,14.0,aug,159.0,2.0,-1.0,0.0,unknown,0.0
13036,37,admin.,single,tertiary,no,1000.0,yes,no,cellular,15.0,jun,322.0,1.0,90.0,1.0,success,1.0
13037,31,services,single,secondary,no,181.0,no,no,cellular,12.0,aug,182.0,1.0,104.0,1.0,success,1.0
13038,59,unemployed,married,secondary,no,0.0,no,no,cellular,13.0,oct,78.0,1.0,216.0,1.0,failure,0.0
13039,57,unknown,married,primary,no,1884.0,no,no,telephone,28.0,jun,133.0,4.0,-1.0,0.0,unknown,0.0
13040,37,self-employed,single,secondary,no,133.0,yes,no,cellular,18.0,nov,207.0,1.0,-1.0,0.0,unknown,0.0
13041,49,technician,single,secondary,no,0.0,yes,no,cellular,26.0,may,223.0,1.0,-1.0,0.0,unknown,0.0
13042,68,retired,married,secondary,no,2469.0,yes,no,telephone,15.0,jul,552.0,2.0,-1.0,0.0,unknown,1.0
13043,31,blue-collar,single,secondary,no,-219.0,yes,no,unknown,30.0,may,66.0,2.0,-1.0,0.0,unknown,0.0
13044,30,services,single,secondary,no,-158.0,yes,no,cellular,12.0,may,426.0,1.0,370.0,2.0,failure,1.0
13045,33,technician,married,tertiary,no,104.0,no,no,unknown,23.0,jul,115.0,1.0,-1.0,0.0,unknown,0.0
13046,35,unknown,divorced,primary,no,3888.0,no,no,cellular,20.0,nov,207.0,5.0,178.0,5.0,failure,0.0
13047,26,unemployed,single,secondary,no,1.0,no,no,telephone,31.0,jul,14.0,20.0,-1.0,0.0,unknown,0.0
13048,32,services,single,secondary,no,-341.0,no,no,cellular,15.0,may,339.0,1.0,345.0,3.0,failure,0.0
13049,33,services,married,secondary,no,624.0,yes,no,cellular,15.0,may,423.0,1.0,-1.0,0.0,unknown,0.0
13050,46,blue-collar,married,secondary,no,942.0,no,no,cellular,18.0,nov,240.0,3.0,119.0,2.0,failure,0.0
13051,37,blue-collar,married,secondary,no,5334.0,no,no,unknown,6.0,jun,58.0,1.0,-1.0,0.0,unknown,0.0
13052,59,admin.,married,secondary,no,231.0,no,yes,cellular,17.0,nov,59.0,1.0,-1.0,0.0,unknown,0.0
13053,37,management,married,tertiary,no,839.0,no,yes,cellular,28.0,aug,87.0,11.0,-1.0,0.0,unknown,0.0
13054,27,management,single,tertiary,no,205.0,no,no,cellular,13.0,may,204.0,3.0,-1.0,0.0,unknown,0.0
13055,50,technician,married,primary,no,139.0,no,no,unknown,5.0,may,114.0,2.0,-1.0,0.0,unknown,0.0
13056,46,admin.,married,secondary,no,311.0,no,no,cellular,7.0,aug,225.0,6.0,-1.0,0.0,unknown,0.0
13057,29,admin.,single,secondary,no,732.0,yes,no,unknown,19.0,jun,409.0,1.0,-1.0,0.0,unknown,0.0
13058,38,technician,single,tertiary,no,0.0,no,no,cellular,28.0,aug,247.0,2.0,-1.0,0.0,unknown,0.0
13059,45,technician,married,secondary,no,0.0,yes,yes,unknown,20.0,jun,8.0,5.0,-1.0,0.0,unknown,0.0
13060,54,admin.,married,unknown,no,217.0,no,no,telephone,17.0,nov,110.0,2.0,-1.0,0.0,unknown,0.0
13061,41,blue-collar,married,primary,no,241.0,yes,no,cellular,21.0,nov,48.0,1.0,-1.0,0.0,unknown,0.0
13062,41,technician,divorced,secondary,no,106.0,yes,yes,cellular,8.0,may,197.0,2.0,-1.0,0.0,unknown,0.0
13063,37,services,married,secondary,no,466.0,yes,yes,cellular,25.0,may,377.0,1.0,-1.0,0.0,unknown,1.0
13064,36,blue-collar,single,secondary,no,1598.0,yes,no,cellular,5.0,feb,208.0,1.0,-1.0,0.0,unknown,0.0
13065,47,blue-collar,married,primary,no,233.0,no,no,cellular,8.0,aug,293.0,3.0,-1.0,0.0,unknown,0.0
13066,34,blue-collar,married,secondary,no,516.0,yes,yes,unknown,2.0,jun,26.0,1.0,-1.0,0.0,unknown,0.0
13067,36,self-employed,married,tertiary,no,7343.0,no,no,cellular,17.0,nov,78.0,1.0,-1.0,0.0,unknown,0.0
13068,37,management,married,tertiary,no,5432.0,yes,yes,unknown,20.0,may,774.0,1.0,-1.0,0.0,unknown,0.0
13069,32,management,married,tertiary,no,3154.0,no,no,cellular,3.0,jun,126.0,1.0,44.0,4.0,failure,0.0
13070,32,blue-collar,single,primary,no,18.0,yes,yes,cellular,6.0,may,305.0,1.0,-1.0,0.0,unknown,0.0
13071,39,blue-collar,married,unknown,no,0.0,no,no,cellular,2.0,feb,731.0,1.0,193.0,3.0,failure,0.0
13072,27,student,single,unknown,no,1444.0,no,no,cellular,2.0,feb,248.0,2.0,-1.0,0.0,unknown,0.0
13073,58,unknown,married,secondary,no,208.0,no,no,cellular,8.0,aug,121.0,2.0,-1.0,0.0,unknown,0.0
13074,58,housemaid,married,secondary,no,196.0,no,yes,cellular,27.0,may,110.0,3.0,-1.0,0.0,unknown,0.0
13075,46,blue-collar,single,primary,no,2851.0,yes,no,unknown,19.0,may,122.0,2.0,-1.0,0.0,unknown,0.0
13076,33,blue-collar,married,primary,no,233.0,yes,no,unknown,29.0,may,428.0,1.0,-1.0,0.0,unknown,0.0
13077,33,technician,single,tertiary,no,8047.0,yes,no,cellular,18.0,may,202.0,1.0,263.0,13.0,failure,0.0
13078,37,blue-collar,married,secondary,no,288.0,yes,no,cellular,5.0,may,159.0,6.0,-1.0,0.0,unknown,0.0
13079,34,management,single,tertiary,no,0.0,no,no,cellular,5.0,feb,71.0,1.0,-1.0,0.0,unknown,0.0
13080,26,admin.,single,secondary,no,317.0,yes,no,unknown,3.0,jun,953.0,1.0,-1.0,0.0,unknown,0.0
13081,41,blue-collar,married,primary,no,1821.0,no,yes,cellular,14.0,jul,137.0,3.0,-1.0,0.0,unknown,0.0
13082,41,entrepreneur,married,secondary,no,2105.0,yes,no,cellular,18.0,nov,134.0,1.0,-1.0,0.0,unknown,0.0
13083,55,technician,divorced,secondary,no,2730.0,no,no,cellular,4.0,aug,430.0,2.0,-1.0,0.0,unknown,0.0
13084,49,blue-collar,married,secondary,no,579.0,yes,no,unknown,28.0,may,396.0,1.0,-1.0,0.0,unknown,0.0
13085,37,services,married,secondary,no,40.0,no,no,unknown,16.0,jun,42.0,3.0,-1.0,0.0,unknown,0.0
13086,52,technician,divorced,secondary,no,1161.0,yes,no,unknown,13.0,may,271.0,1.0,-1.0,0.0,unknown,0.0
13087,31,admin.,single,secondary,no,1340.0,no,no,cellular,15.0,may,185.0,1.0,-1.0,0.0,unknown,0.0
13088,29,blue-collar,married,secondary,no,416.0,yes,no,unknown,14.0,may,1118.0,2.0,-1.0,0.0,unknown,0.0
13089,45,management,married,tertiary,no,1199.0,no,no,telephone,3.0,feb,221.0,2.0,-1.0,0.0,unknown,0.0
13090,44,services,single,secondary,no,5.0,no,no,cellular,21.0,jul,333.0,2.0,-1.0,0.0,unknown,0.0
13091,36,blue-collar,single,primary,no,1313.0,yes,no,unknown,20.0,jun,8.0,10.0,-1.0,0.0,unknown,0.0
13092,38,admin.,single,secondary,no,3239.0,no,no,unknown,5.0,jun,817.0,2.0,-1.0,0.0,unknown,1.0
13093,32,blue-collar,divorced,secondary,no,86.0,no,yes,unknown,19.0,may,703.0,1.0,-1.0,0.0,unknown,0.0
13094,51,admin.,divorced,secondary,no,21.0,no,no,cellular,23.0,jul,53.0,17.0,-1.0,0.0,unknown,0.0
13095,50,unemployed,married,secondary,no,193.0,yes,no,unknown,18.0,jun,305.0,6.0,-1.0,0.0,unknown,0.0
13096,34,technician,single,secondary,no,943.0,no,no,cellular,29.0,aug,96.0,4.0,-1.0,0.0,unknown,0.0
13097,23,blue-collar,single,primary,no,382.0,no,no,cellular,15.0,jun,74.0,1.0,108.0,1.0,other,0.0
13098,57,unemployed,married,secondary,no,890.0,no,no,cellular,5.0,feb,343.0,4.0,-1.0,0.0,unknown,0.0
13099,32,blue-collar,single,primary,no,12.0,yes,no,unknown,9.0,may,153.0,4.0,-1.0,0.0,unknown,0.0
13100,51,blue-collar,married,primary,no,565.0,yes,yes,cellular,5.0,may,157.0,7.0,250.0,3.0,failure,0.0
13101,45,technician,married,secondary,no,2981.0,yes,yes,cellular,29.0,mar,88.0,3.0,311.0,3.0,failure,0.0
13102,32,services,married,secondary,no,1844.0,yes,yes,cellular,3.0,feb,158.0,4.0,201.0,6.0,failure,0.0
13103,47,management,married,tertiary,no,2716.0,no,no,unknown,23.0,jun,339.0,4.0,-1.0,0.0,unknown,0.0
13104,30,management,single,tertiary,no,6495.0,no,no,cellular,30.0,mar,78.0,3.0,-1.0,0.0,unknown,0.0
13105,54,blue-collar,married,secondary,no,506.0,yes,no,cellular,6.0,aug,126.0,2.0,-1.0,0.0,unknown,0.0
13106,47,blue-collar,married,secondary,no,1143.0,yes,no,unknown,4.0,jun,79.0,1.0,-1.0,0.0,unknown,0.0
13107,24,blue-collar,married,secondary,no,32.0,no,no,unknown,13.0,may,264.0,3.0,-1.0,0.0,unknown,0.0
13108,47,technician,divorced,secondary,no,165.0,no,no,unknown,18.0,jun,99.0,3.0,-1.0,0.0,unknown,0.0
13109,49,management,married,secondary,no,1601.0,no,no,cellular,29.0,jul,47.0,5.0,-1.0,0.0,unknown,0.0
13110,40,self-employed,married,primary,no,2077.0,yes,no,cellular,13.0,may,363.0,1.0,173.0,24.0,other,0.0
13111,38,management,single,tertiary,no,1515.0,yes,no,telephone,31.0,jul,42.0,5.0,-1.0,0.0,unknown,0.0
13112,26,management,single,tertiary,no,159.0,no,no,cellular,3.0,feb,589.0,1.0,-1.0,0.0,unknown,0.0
13113,59,housemaid,single,unknown,no,4639.0,no,no,unknown,20.0,jun,24.0,5.0,-1.0,0.0,unknown,0.0
13114,30,blue-collar,married,secondary,no,-135.0,yes,no,cellular,18.0,may,57.0,1.0,-1.0,0.0,unknown,0.0
13115,31,unemployed,married,primary,no,213.0,yes,no,unknown,9.0,may,479.0,2.0,-1.0,0.0,unknown,0.0
13116,36,technician,married,secondary,no,278.0,no,no,cellular,28.0,aug,121.0,16.0,-1.0,0.0,unknown,0.0
13117,34,technician,married,secondary,no,672.0,no,no,cellular,23.0,jul,158.0,3.0,-1.0,0.0,unknown,0.0
13118,45,blue-collar,married,secondary,no,577.0,yes,no,cellular,13.0,may,154.0,2.0,350.0,3.0,failure,0.0
13119,59,admin.,single,secondary,no,2166.0,yes,yes,cellular,7.0,may,574.0,1.0,-1.0,0.0,unknown,1.0
13120,36,services,single,secondary,no,417.0,yes,no,cellular,6.0,feb,15.0,10.0,207.0,3.0,failure,0.0
13121,35,management,married,secondary,no,0.0,no,yes,unknown,4.0,jul,121.0,1.0,-1.0,0.0,unknown,0.0
13122,27,services,single,secondary,no,1928.0,no,yes,cellular,15.0,jul,513.0,5.0,-1.0,0.0,unknown,0.0
13123,47,technician,married,secondary,no,10179.0,yes,no,unknown,9.0,jun,179.0,2.0,-1.0,0.0,unknown,0.0
13124,34,technician,married,secondary,no,904.0,no,no,cellular,6.0,feb,199.0,3.0,-1.0,0.0,unknown,0.0
13125,29,technician,divorced,secondary,no,-95.0,yes,no,cellular,2.0,feb,42.0,7.0,228.0,1.0,other,0.0
13126,24,admin.,married,secondary,no,0.0,yes,no,cellular,16.0,apr,284.0,1.0,-1.0,0.0,unknown,0.0
13127,44,admin.,married,secondary,no,1696.0,no,no,unknown,16.0,jun,139.0,3.0,-1.0,0.0,unknown,0.0
13128,45,technician,divorced,unknown,no,1823.0,no,no,cellular,2.0,jul,97.0,1.0,377.0,2.0,failure,0.0
13129,32,blue-collar,single,primary,no,1918.0,yes,no,cellular,17.0,nov,321.0,1.0,-1.0,0.0,unknown,0.0
13130,28,student,single,secondary,no,205.0,no,no,cellular,14.0,jul,87.0,3.0,184.0,2.0,other,1.0
13131,47,admin.,married,secondary,no,869.0,yes,no,unknown,29.0,may,216.0,2.0,-1.0,0.0,unknown,0.0
13132,58,blue-collar,married,unknown,no,703.0,no,no,unknown,20.0,jun,37.0,3.0,-1.0,0.0,unknown,0.0
13133,56,entrepreneur,single,tertiary,no,1745.0,yes,no,cellular,30.0,jan,374.0,4.0,-1.0,0.0,unknown,0.0
13134,50,entrepreneur,married,secondary,no,7907.0,yes,yes,cellular,22.0,aug,363.0,2.0,-1.0,0.0,unknown,0.0
13135,35,management,single,tertiary,no,2975.0,no,no,cellular,8.0,aug,249.0,2.0,-1.0,0.0,unknown,0.0
13136,43,management,married,secondary,no,3.0,yes,no,unknown,9.0,may,204.0,2.0,-1.0,0.0,unknown,0.0
13137,47,blue-collar,married,unknown,no,1045.0,yes,no,unknown,13.0,may,411.0,2.0,-1.0,0.0,unknown,0.0
13138,35,blue-collar,single,secondary,no,0.0,yes,no,cellular,9.0,feb,226.0,3.0,280.0,1.0,other,0.0
13139,36,blue-collar,married,unknown,no,-742.0,yes,yes,cellular,31.0,jul,110.0,3.0,-1.0,0.0,unknown,0.0
13140,51,technician,married,secondary,no,117.0,no,no,cellular,24.0,aug,467.0,2.0,88.0,4.0,other,1.0
13141,32,blue-collar,married,primary,no,885.0,yes,no,unknown,21.0,may,127.0,2.0,-1.0,0.0,unknown,0.0
13142,46,admin.,divorced,primary,no,50.0,yes,yes,cellular,23.0,jul,379.0,1.0,-1.0,0.0,unknown,0.0
13143,32,blue-collar,divorced,secondary,no,3027.0,no,no,cellular,5.0,may,171.0,2.0,-1.0,0.0,unknown,0.0
13144,49,blue-collar,married,secondary,no,406.0,yes,yes,cellular,7.0,aug,253.0,2.0,-1.0,0.0,unknown,0.0
13145,28,housemaid,married,secondary,no,204.0,yes,no,cellular,24.0,jul,38.0,1.0,-1.0,0.0,unknown,0.0
13146,29,management,single,tertiary,no,841.0,no,no,cellular,5.0,feb,217.0,1.0,-1.0,0.0,unknown,0.0
13147,29,blue-collar,divorced,secondary,no,34.0,yes,no,cellular,20.0,apr,87.0,4.0,-1.0,0.0,unknown,0.0
13148,41,services,married,tertiary,no,412.0,yes,no,unknown,3.0,jun,154.0,5.0,-1.0,0.0,unknown,0.0
13149,35,services,divorced,tertiary,no,877.0,yes,no,cellular,15.0,apr,61.0,3.0,-1.0,0.0,unknown,0.0
13150,41,blue-collar,married,primary,no,372.0,yes,no,telephone,11.0,jul,117.0,1.0,-1.0,0.0,unknown,0.0
13151,35,admin.,divorced,tertiary,no,1555.0,yes,no,unknown,9.0,may,26.0,2.0,-1.0,0.0,unknown,0.0
13152,37,entrepreneur,married,secondary,no,2971.0,no,no,cellular,17.0,nov,361.0,2.0,188.0,11.0,other,0.0
13153,48,technician,married,secondary,no,425.0,yes,no,unknown,4.0,jun,357.0,4.0,-1.0,0.0,unknown,0.0
13154,43,unemployed,divorced,secondary,no,1854.0,no,no,cellular,13.0,nov,131.0,2.0,197.0,1.0,success,0.0
13155,37,self-employed,married,secondary,no,1549.0,yes,no,unknown,20.0,jun,161.0,7.0,-1.0,0.0,unknown,0.0
13156,25,admin.,married,unknown,no,349.0,yes,no,cellular,22.0,jul,1037.0,8.0,-1.0,0.0,unknown,1.0
13157,31,management,single,tertiary,no,515.0,no,no,cellular,1.0,jun,296.0,5.0,-1.0,0.0,unknown,1.0
13158,27,management,single,tertiary,no,1137.0,yes,no,cellular,8.0,may,26.0,1.0,-1.0,0.0,unknown,0.0
13159,33,self-employed,single,secondary,no,4.0,yes,no,cellular,19.0,nov,136.0,2.0,180.0,2.0,failure,0.0
13160,32,blue-collar,married,primary,no,388.0,yes,no,cellular,15.0,apr,171.0,2.0,-1.0,0.0,unknown,0.0
13161,36,blue-collar,married,secondary,no,537.0,no,no,unknown,19.0,jun,160.0,6.0,-1.0,0.0,unknown,0.0
13162,32,management,single,secondary,no,-515.0,yes,yes,cellular,3.0,feb,19.0,6.0,-1.0,0.0,unknown,0.0
13163,49,services,married,secondary,no,2058.0,no,no,unknown,18.0,jun,82.0,3.0,-1.0,0.0,unknown,0.0
13164,32,blue-collar,married,secondary,no,2502.0,yes,no,cellular,24.0,jul,604.0,1.0,-1.0,0.0,unknown,0.0
13165,34,unemployed,divorced,tertiary,yes,75.0,yes,no,unknown,2.0,jun,31.0,3.0,-1.0,0.0,unknown,0.0
13166,57,technician,married,secondary,no,0.0,no,no,cellular,29.0,jul,109.0,2.0,-1.0,0.0,unknown,0.0
13167,37,admin.,married,secondary,no,96.0,no,no,cellular,7.0,aug,155.0,1.0,99.0,2.0,success,1.0
13168,43,technician,married,secondary,no,246.0,no,no,cellular,25.0,aug,113.0,6.0,-1.0,0.0,unknown,0.0
13169,54,admin.,divorced,unknown,no,0.0,no,no,cellular,14.0,jul,191.0,3.0,-1.0,0.0,unknown,0.0
13170,36,blue-collar,married,primary,no,403.0,yes,no,unknown,4.0,jun,920.0,1.0,-1.0,0.0,unknown,1.0
13171,35,technician,married,secondary,no,518.0,yes,no,cellular,30.0,apr,616.0,1.0,-1.0,0.0,unknown,1.0
13172,32,services,single,secondary,no,808.0,yes,no,cellular,20.0,apr,322.0,1.0,-1.0,0.0,unknown,0.0
13173,46,blue-collar,married,secondary,no,1120.0,no,yes,unknown,19.0,jun,786.0,1.0,-1.0,0.0,unknown,0.0
13174,40,blue-collar,married,secondary,no,-365.0,yes,no,unknown,19.0,may,44.0,43.0,-1.0,0.0,unknown,0.0
13175,47,management,divorced,tertiary,no,428.0,yes,no,cellular,18.0,nov,116.0,1.0,167.0,1.0,other,0.0
13176,29,services,married,tertiary,no,6.0,yes,no,unknown,28.0,may,143.0,2.0,-1.0,0.0,unknown,0.0
